Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Total Length,Total Width,No of Spans,Bridge Type,Construction Date
B5773,HEX RIVER NO 5,Bridge,Bridge,11/7/2019,TR03101+,2.71,Breede Vallei,13.6,25.7,2,Simply supported,1/1/1951
B5774,HEX RIVER NO 6,Bridge,Bridge,11/7/2019,TR03101+,2.76,Breede Vallei,7.1,17.7,1,Simply supported,1/1/1951
B5775,HEX RIVER NO 7,Bridge,Bridge,11/7/2019,TR03101+,2.82,Breede Vallei,13.6,14,2,Simply supported,1/1/1951
B5776,HEX RIVER NO 8,Bridge,Bridge,11/7/2019,TR03101+,2.9,Breede Vallei,7.05,14,1,Simply supported,1/1/1951
B5777,HEX RIVER NO 9,Bridge,Bridge,11/7/2019,TR03101+,3.1,Breede Vallei,7.05,13.8,1,Simply supported,1/1/1951
B5778,HEX RIVER NO 10,Bridge,Bridge,11/7/2019,TR03101+,3.87,Breede Vallei,7.1,13.8,1,Simply supported,1/1/1951
B5779,Hex River No 11,Bridge,Bridge,11/7/2019,TR03101+,4.1,Breede Vallei,7.15,13.5,1,Simply supported,1/1/1951
B5780,NUY RIVER,Bridge,Bridge,11/6/2019,TR03101+,11.85,Breede Vallei,104,10.1,10,Simply supported,1/1/1960
B5781,Willem Nels River,Bridge,Bridge,11/18/2019,TR03101,44.94,Langeberg,27.76,15.54,4,Continous and simply supported,1/1/1937
B5785,IRRIGATION CANAL AT TRAWAL,Bridge,Bridge,11/12/2019,DR02197+,0.08,Matzikama,12.7,9.55,1,Simply supported,1/1/1990
B5792,BERG RIVER CAUSEWAY AT SONQUASDRIF,Bridge,Bridge,11/21/2019,DR01154,4.32,Drakenstein,41,9.7,4,Continuous,1/1/1990
B5796,Weltevreden Road Bridge,Bridge,Bridge,11/4/2019,TR08101,9.76,City of Cape Town (LMB),63.6,16.1,4,Continuous,
B5832,DASSIEDRAAI RIVER,Bridge,Bridge,9/9/2003,TR03305,25.62,Prince Albert,9.85,12.95,1,Simply supported,1/1/1990
B5837,Road over road at Koeberg Interchange,Bridge,Bridge,11/4/2019,TR00201,0,City of Cape Town (LMB),37.5,13.9,3,Continuous,
B5846,BRIDGE OVER BUFFELS RIVER,Bridge,Bridge,11/12/2019,DR02405,57.4,Beaufort West,63.8,3.62,6,Continuous,1/1/1992
B5851,Paapenberg Road Interchange,Bridge,Bridge,11/8/2019,TR00201,3.46,City of Cape Town (LMB),52.6,24.6,4,Simply supported,
B5859,BRIDGE OVER JAN DU TOITS RIVER,Bridge,Bridge,10/31/2019,OP05699,0.34,Breede Vallei,27,4.3,3,Simply supported,
B5861,Bosmansdam Interchange No.2,Bridge,Bridge,11/21/2019,TR01101,1.35,City of Cape Town (LMB),66.1,16,4,Simply supported,
B5863,Bridge over Mosselbank River,Bridge,Bridge,11/19/2019,MR00188,25.73,City of Cape Town (LMB),58,15,4,Continuous,
B5884,OLD OAK INTERCHANGE NO 2,Bridge,Bridge,11/12/2019,TR00901,18.73,City of Cape Town (LMB),82.85,17.3,4,Continuous,1/1/1998
B5885,BRIDGE OVER RIVIERSONDEREND,Bridge,Bridge,12/9/2019,MR00282+,0.61,Swellendam,83.5,5,4,Truss,
B5887,Koeberg Interchange No.1,Bridge,Bridge,11/4/2019,TR00901,0.15,City of Cape Town (LMB),37.5,13.9,3,Continuous,
B5888,Koeberg Interchange No. 2,Bridge,Bridge,11/4/2019,TR00901,0.3,City of Cape Town (LMB),37.5,10.4,3,,
B5889,Koeberg Interchange No. 3,Bridge,Bridge,11/4/2019,TR00901,0.2,City of Cape Town (LMB),44.4,13.3,3,Continuous,
B5890,Koeberg Interchange No. 4,Bridge,Bridge,11/5/2019,TR00901,0.28,City of Cape Town (LMB),46.2,15.3,3,Continuous,
B5895,Modder River at Fancourt,Bridge,Bridge,11/10/2019,MR00347,0,George,75.5,14.3,6,Continuous,1/1/2017
B5901,OUTENIQUE PASS VIADUCT,Bridge,Bridge,11/19/2019,TR00101,12.18,George,96,11.15,12,Simply supported,1/1/1996
B5905,Touw River,Bridge,Bridge,11/9/2019,MR00355,15.09,George,30.4,6.12,1,Plate girder,1/1/2000
B5906,Hoogekraal River,Bridge,Bridge,11/9/2019,MR00355,33.9,Knysna,22.65,5.25,1,Simply supported,1/1/1959
B5907,KARATARA RIVER,Bridge,Bridge,11/26/2019,MR00355,43.17,Knysna,30.4,5.36,1,Plate girder,
B5908,Homtini River,Bridge,Bridge,11/27/2019,MR00355,54.61,Knysna,60.9,5.35,2,Simply supported,
B5910,CAPE FLATS ROAD OVER RAIL,Bridge,Bridge,11/15/2019,TR00201,4.79,City of Cape Town (LMB),19.1,32.9,2,Simply supported,
B5911,ATHLONE ROAD OVER RAIL,Bridge,Bridge,11/15/2019,TR00201,5.1,City of Cape Town (LMB),16.4,32.65,1,Simply supported,
B5912,BORCHERDS QUARRY PEDESTRIAN OVERPASS,Bridge,Bridge,11/12/2019,TR00201,13.75,City of Cape Town (LMB),96,3.5,6,Simply supported,
B5913,HOOPS RIVER,Bridge,Bridge,11/18/2019,TR03102,0.26,Langeberg,20.7,24,3,Simply supported,
B5919,"BERG RIVER AT SIR GEORGE GREY
",Bridge,Bridge,11/22/2019,MR00191,15.64,Stellenbosch,110.55,13.07,3,Simply supported,1/1/1996
B5935,Belhar bridge over Kuils river canal,Bridge,Bridge,11/4/2019,MR00177,14.29,City of Cape Town (LMB),48,17.8,3,Simply supported,
B5936,"DWARS RIVER
",Bridge,Bridge,11/21/2019,MR00191,10.66,Stellenbosch,48.5,15.46,2,Continous and simply supported,1/1/1996
B5939,BOYS TOWN PEDESTRIAN OVERPASS,Bridge,Bridge,11/13/2019,TR00201,15.49,City of Cape Town (LMB),121,3.5,6,Simply supported,
B5948,Settlers Way Interchange,Bridge,Bridge,11/7/2019,TR00201,2.87,City of Cape Town (LMB),54,30.9,4,Simply supported,
B5949A,Black River at Settlers Way Interchange,Bridge,Bridge,11/7/2019,TR00201,2.96,City of Cape Town (LMB),47.6,32,3,Cantilever with drop in spans,
B5953,SALDANHA PORT ROAD OVER RAIL,Bridge,Bridge,2/20/2020,MR00559,5.06,Saldanha Bay,152.26,14.28,7,Simply supported,
B5954,Black River SE Ramp,Bridge,Bridge,11/8/2019,TR00201,3.18,City of Cape Town (LMB),81.3,8.2,4,Continuous,
B5955,NYANGA ROAD OVER RAIL,Bridge,Bridge,11/12/2019,TR00201,10.86,City of Cape Town (LMB),20.2,41,2,Simply supported,
B5956,AIRPORT ACCESS INTERCHANGE,Bridge,Bridge,11/12/2019,TR00201,12.08,City of Cape Town (LMB),65.1,20.9,4,Simply supported,
B5960,SABLE ROAD INTERCHANGE,Bridge,Bridge,11/26/2019,TR00901,3.58,City of Cape Town (LMB),105.1,20.78,6,Continuous,
B5961,Road over rail - Sable,Bridge,Bridge,11/26/2019,TR00901,3.58,City of Cape Town (LMB),11.4,40.6,1,Simply supported,
B5965,AIRPORT ACCESS ROAD UNDERPASS NO 2,Bridge,Bridge,11/11/2019,TR05401,1.51,City of Cape Town (LMB),44.5,12.8,2,Continuous,
B5965A,AIRPORT ACCESS ROAD UNDERPASS NO 01,Bridge,Bridge,11/11/2019,TR05401,1.54,City of Cape Town (LMB),44.5,12.8,2,Continuous,
B5967,CARL CRONJE DRIVE UNDERPASS,Bridge,Bridge,11/12/2019,TR00901,15.83,City of Cape Town (LMB),34.31,60.4,2,Simply supported,1/1/2000
B5968,MEIRINGSPOORT RIVER CAUSEWAY,Bridge,Bridge,11/7/2019,DR01707+,8.49,Oudtshoorn,33.6,4.7,4,Simply supported,
B5969,OLIFANTS RIVER CAUSEWAY,Bridge,Bridge,11/7/2019,DR01707+,8.49,Oudtshoorn,32,4.5,4,Simply supported,
B5970,WYNANDS RIVER CAUSEWAY,Bridge,Bridge,11/7/2019,DR01689+,14.67,Oudtshoorn,36.8,8.72,4,Simply supported,
B5974,DUFERCO BRIDGE,Bridge,Bridge,1/1/2000,OP07645,0.56,Saldanha Bay,,,3,,
B5981,Waterfall Pedestrian bridge,Bridge,Bridge,11/16/2019,TR03304+,11.6,Prince Albert,30,2.55,2,Continuous,1/1/1997
B5982,Bad River Bridge,Bridge,Bridge,11/7/2019,MR00582+,74.44,Prince Albert,32,9.55,2,Continuous,1/1/2003
B5983,BRIDGE OVER HEX RIVER AT KANETVLEI,Bridge,Bridge,10/31/2019,OP05719+,0.49,Breede Vallei,40.4,3.3,8,Simply supported,
B5984,Phillipi Pedestrian Bridge,Bridge,Bridge,11/4/2019,TR08101,13.15,City of Cape Town (LMB),70.1,3.6,4,Simply supported,
B5986,DUIWENHOKS RIVER BRIDGE,Bridge,Bridge,11/21/2019,DR01315,0.76,Hessequa,81.9,9.76,6,Continous and simply supported,
B5989,BRIDGE OVER NUWEJAARS RIVER,Bridge,Bridge,12/5/2019,MR00262+,18.88,Cape Agulhas,32,10,4,Simply supported,
B5992,Uilenkraals River Bridge on DR01205,Bridge,Bridge,11/21/2019,DR01205+,7.96,Overstrand,27.4,9.5,5,Frame,
B5993,BRIDGE 5993 ON TR11/1 AT POTSDAM INTERCHANGE,Bridge,Bridge,7/9/2021,TR01101,8.71,City of Cape Town (LMB),91.5,17,4,Simply supported,
B5994,BRIDGE AT DOORN RIVER,Bridge,Bridge,11/19/2019,MR00286,11.7,Hessequa,9.2,9.5,1,Frame,1/1/2009
B5995,BRIDGE OVER DORPS RIVER ON R328,Bridge,Bridge,11/15/2019,MR00369+,36.7,Prince Albert,16,10.75,2,Continuous,1/1/2009
B5996,VANGUARD DRIVE,Bridge,Bridge,11/12/2019,TR00201,11.47,City of Cape Town (LMB),51,14.7,2,Continuous,
B5998,BRIDGE OVER HEX RIVER AT ORCHARD,Bridge,Bridge,10/31/2019,DR01438+,5.6,Breede Vallei,20.5,9.2,1,Simply supported,1/1/2011
B5999,BRIDGE OVER HEX RIVER AT VOLMOED,Bridge,Bridge,10/30/2019,OP05742+,3.12,Breede Vallei,13.1,4.7,1,Integral bridge,1/1/2011
B6000,Ramp at Koeberg Interchange,Bridge,Bridge,11/14/2019,TR00201,0,City of Cape Town (LMB),636.1,10.66,16,Continous and simply supported,
B6001,Ramp at Koeberg Interchange,Bridge,Bridge,11/14/2019,TR00201,0,City of Cape Town (LMB),687.1,11.26,19,Continous and simply supported,
B6002,Black River Bridge,Bridge,Bridge,11/7/2019,TR00201,1.97,City of Cape Town (LMB),62.8,32.47,4,Simply supported,
B6003,BRIDGE OVER THE BROEK RIVER (PALM),Bridge,Bridge,10/29/2019,OP05745+,0.84,Breede Vallei,13.1,4.7,1,Integral bridge,1/1/2011
B6004,Bridge over the Witte Els River,Bridge,Bridge,11/8/2019,DR01631,7.14,George,20,6.65,2,Frame,1/1/2010
B6005,BAVIAANS RIVER BRIDGE,Bridge,Bridge,11/7/2019,DR01298,26.31,Theewaterskloof,13.5,10.1,1,Simply supported,
B6006,BRIDGE OVER KROM RIVER (VALLEY ROAD),Bridge,Bridge,12/2/2019,DR01285+,10.28,Theewaterskloof,10.9,6.7,1,Simply supported,1/1/2011
B6009,Valkenberg Overpass,Bridge,Bridge,11/7/2019,TR00201,2.42,City of Cape Town (LMB),60.8,5.5,2,Continuous,
B6010,RIVER BRIDGE AT EIKENHOF,Bridge,Bridge,10/30/2019,OP05742+,0.85,Breede Vallei,10.46,4.7,1,Simply supported,
B6011,BRIDGE OVER BOESMANS RIVER,Bridge,Bridge,11/18/2019,DR01339,6.56,Langeberg,47.2,8.15,8,Continous and simply supported,
B6012,BRIDGE OVER HEX RIVER AT MORGENSON,Bridge,Bridge,10/30/2019,OP05740+,0.77,Breede Vallei,13.2,4.8,1,Integral bridge,1/1/2012
B6013,BRIDGE OVER HEX RIVER AT HEX RIVER STATION,Bridge,Bridge,10/31/2019,OP05723+,0.12,Breede Vallei,29.89,5,3,Simply supported,
B6014,BRIDGE OVER HEX RIVER AT DE VLEI,Bridge,Bridge,10/30/2019,OP05739+,0.86,Breede Vallei,14.04,3.7,1,Plate girder,
B6016,BRIDGE OVER SOUTRIVIER CANAL,Bridge,Bridge,11/26/2019,TR00901,0.12,City of Cape Town (LMB),45.5,41.6,5,Continuous,
B6017,"BRIDGE AT Km 2.37 (VREDENBERG)
",Bridge,Bridge,11/7/2019,MR00166,2.37,Stellenbosch,20.5,16,1,Cellular,1/1/2018
B6018,BRIDGE OVER CANAL,Bridge,Bridge,11/5/2019,DR02222+,0.47,Matzikama,8.35,9.24,1,Simply supported,1/1/2014
B6019,"ROAD OVER RAIL AT VLAEBERG ROAD
",Bridge,Bridge,11/1/2019,DR01052,0.21,Stellenbosch,15.7,10.9,1,Simply supported,1/1/2016
B6024,"PEDESTRIAN BRIDGE OVER RAIL
",Bridge,Bridge,10/31/2019,OP05204,0.06,Stellenbosch,24.9,3.1,1,Simply supported,1/1/2016
B6025,BRIDGE OVER BAVIAANS RIVER AT GENADENDAL,Bridge,Bridge,11/7/2019,OP04087,1.71,Theewaterskloof,12,9.6,1,Simply supported,
B6026,BRIDGE OVER BOT RIVER AT KANAAN,Bridge,Bridge,12/2/2019,DR01288+,10.53,Theewaterskloof,14.2,9.6,1,Simply supported,1/1/2016
B6027,BRIDGE OVER ELANDSKLOOF RIVER AT MEERLUSTKLOOF,Bridge,Bridge,11/6/2019,DR01313,10.26,Theewaterskloof,21.3,6.64,6,Simply supported,
B6028,BRIDGE OVER JAN DE BOERS RIVER,Bridge,Bridge,10/29/2019,YMR00308+,1.37,Breede Vallei,33,12.3,5,Simply supported,1/1/1956
B6031,BRIDGE OVER MEULE RIVIER,Bridge,Bridge,11/5/2019,DR01298+,17.87,Theewaterskloof,26,9.3,4,Simply supported,
B6035,PROPOSED NEW EISLEBEN ROAD BRIDGE,Bridge,Bridge,8/26/2021,TR00201,14.64,City of Cape Town (LMB),,,2,,
B6036,SALDANHA INTERCHANGE,Bridge,Bridge,11/14/2019,TR08501,0,Saldanha Bay,93.7,18.7,4,Continuous,1/1/2019
B6037,ROAD OVER RAIL BRIDGE,Bridge,Bridge,11/11/2019,MR00559,1.88,Saldanha Bay,48.4,14.8,2,Continuous,1/1/2018
B6038,SALDANHA OVERPASS,Bridge,Bridge,11/14/2019,TR08501,0,Saldanha Bay,26.8,24.1,1,Simply supported,1/1/2019
B6042,LINK ROAD BRIDGE OVER MR00559,Bridge,Bridge,11/11/2019,MR00559,3.57,Saldanha Bay,38.1,11.1,2,Simply supported,1/1/2017
B6043,ROAD OVER ROAD AND RAIL AT FAURE,Bridge,Bridge,11/17/2020,MR00168,0.3,City of Cape Town (LMB),91.2,13.2,6,Continous and simply supported,1/1/2019
B6090,BRANDWACHT PEDESTRIAN BRIDGE,Bridge,Bridge,10/14/2021,TR03302,10.96,Mossel Bay,41.8,2.6,3,Continuous,1/1/2021
B6096,BRIDGE OVER TOUWRIVIER (CAUSEWAY),Bridge,Bridge,11/18/2019,DR01401,7.9,Kannaland,81,4.8,15,Continuous,1/1/2017
B6101,BRIDGE OVER NORGA RIVER,Bridge,Bridge,11/18/2019,TR00209,20.69,George,14,14,2,Simply supported,1/1/1951
B6103,BRIDGE OVER ROOIKRANS RIVER,Bridge,Bridge,2/1/2021,TR04401+,36.33,George,6.8,11.4,1,Simply supported,1/1/1961
B6105,BRIDGE OVER THE BRAK RIVIER,Bridge,Bridge,11/19/2019,TR00102,17.01,George,13.1,10.4,2,Simply supported,1/1/1951
B6108,BRIDGE OVER DIEP RIVIER AT DOORNKUIL,Bridge,Bridge,10/22/2020,OP05388,0.1,Swartland,,,4,,
B6109,BRIDGE OVER OUDSTE RIVER,Bridge,Bridge,9/2/2020,DR02176+,28.48,Cederberg,13.3,11.2,2,Simply supported,
B6110,BRIDGE OVER GROOT RIVER,Bridge,Bridge,8/18/2020, TR03103+,38.36,Swellendam,13.2,17.5,2,Simply supported,
B6111,BRIDGE OVER HOTNOTSKRAAL RIVER  AT KYKOEDIE,Bridge,Bridge,9/14/2020,MR00265+,25.87,Cape Agulhas,7.1,9.7,1,Cellular,
B6118,BRIDGE OVER VYGEKRAAL RIVER,Bridge,Bridge,11/13/2019,TR00201,7.03,City of Cape Town (LMB),6.95,34.4,1,Simply supported,
B6122,BRIDGE OVER NOGO RIVER,Bridge,Bridge,11/7/2001,MR00230,3.03,Swartland,12.6,13.3,3,Simply supported,1/1/1961
B6125,BRIDGE OVER AFDAKS RIVER,Bridge,Bridge,11/29/2019,DR01254+,1.03,Overstrand,16.3,7.3,3,Continuous,
B6126,BRIDGE OVER RIVIERSONDEREND TRIBUTARY AT VYEBOOM ,Bridge,Bridge,11/25/2019,DR01320+,0.62,Theewaterskloof,17,7.6,3,Simply supported,
B9001,Boesmans River Causeway,Bridge,Bridge,11/19/2019,DR02161+,16.62,Bergrivier,8.4,7.7,1,Simply supported,
B9003,DWARS RIVER,Bridge,Bridge,11/6/2001,DR01487,42.36,Cederberg,7.4,4.2,1,Simply supported,1/1/1999
B9004,OLIFANTS RIVER CANAL AT BOTLARY,Bridge,Bridge,11/12/2019,MR00547+,2.22,Matzikama,6.7,9.01,1,Simply supported,1/1/1999
B9005,BRIDGE OVER KAMBROO RIVER,Bridge,Bridge,12/2/2019,DR02400,3.91,Beaufort West,33.8,6.9,5,Simply supported,1/1/1999
B9006,IRRIGATION CANAL AT GOEDGEMEEN,Bridge,Bridge,11/8/2019,DR02210+,5.39,Matzikama,6.3,7.34,1,Simply supported,1/1/1999
B9008,FRANSCHOEK RIVER,Bridge,Bridge,11/27/2019,OP05615,0.67,Stellenbosch,23.9,6.41,1,Arch,1/1/1989
B9009,VOELVLEI IRRIGATION CANAL NO 1,Bridge,Bridge,11/26/2019,TR02302,15.89,Drakenstein,10.4,12.44,1,Simply supported,1/1/1964
B9010,CULVERT OVER KEISERS RIVER,Bridge,Bridge,11/17/2019,DR01353,7.94,Langeberg,12.5,9.8,2,Cellular,
B9013,DROE ROVER CULVERT,Bridge,Bridge,11/18/2019,DR01378,0.17,Langeberg,6.3,9.36,1,Cellular,
B9014,BREEDE RIVER LOW-LEVEL BRIDGE,Bridge,Bridge,11/1/2019,DR01379+,8.11,Breede Vallei,82.8,3.8,36,Simply supported,
B9017,BREEDE RIVER CAUSEWAY,Bridge,Bridge,11/14/2019,DR01398+,22.59,Witzenberg,83.4,3.65,39,Simply supported,
B9018,SPRUIT RIVER,Bridge,Bridge,11/21/2019,DR01408,3.85,Drakenstein,6.8,11.7,1,Simply supported,1/1/1968
B9022,CULVERT AT SV 9.94,Bridge,Bridge,11/6/2019,MR00316+,9.94,Witzenberg,7,15,1,Simply supported,1/1/1999
B9024,Donkies R. Tributary,Bridge,Bridge,10/29/2019,TR02202,71.22,Breede Vallei,7,11.1,1,Simply supported,1/1/1999
B9026,IRRIGATION CANAL AT GIDEONS OORD,Bridge,Bridge,11/12/2019,DR02212+,7.61,Matzikama,7.65,8.86,1,Simply supported,1/1/1999
B9028,IRRIGATION CANAL AT PALMOED,Bridge,Bridge,11/7/2019,MR00548+,0.46,Matzikama,8.3,10.44,1,Simply supported,1/1/1999
B9029,OLIFANTS RIVER CANAL AT DE HOOP,Bridge,Bridge,11/6/2019,MR00547+,27.53,Matzikama,6.5,8.94,1,Simply supported,1/1/1999
B9031,IRRIGATION CANAL AT SV 0.16,Bridge,Bridge,11/12/2019,DR02199+,0.16,Matzikama,6,5.06,1,Simply supported,1/1/1999
B9041,Koeberg Road Over Rail No.1,Bridge,Bridge,11/5/2019,TR00201,0.26,City of Cape Town (LMB),37.3,14.2,4,Simply supported,
B9042,Koeberg Road Over Rail No. 2,Bridge,Bridge,11/5/2019,TR00201,0.24,City of Cape Town (LMB),38.9,10.7,4,Simply supported,
B9043,Koeberg Road over rail No.3,Bridge,Bridge,11/5/2019,TR00201,0.24,City of Cape Town (LMB),38.9,16.4,4,Continuous,
B9044,Koeberg Road over Road,Bridge,Bridge,11/6/2019,YTR00201,0.6,City of Cape Town (LMB),70.2,10.76,8,Simply supported,
B9061,DROE KLOOF CULVERT,Bridge,Bridge,11/18/2019,MR00365,3.3,Kannaland,7.2,12,1,Simply supported,
B9066,IRRIGATION CANAL AT KERKRAND,Bridge,Bridge,11/6/2019,DR01685+,1.07,Oudtshoorn,7.3,9.64,1,Simply supported,
B9067,IRRIGATION CANAL AT HOOPVOL,Bridge,Bridge,11/6/2019,DR01686+,0.3,Oudtshoorn,7.4,11.26,1,Simply supported,
B9071,Tributary over Doring River no 3,Bridge,Bridge,11/18/2019,DR01640,11.46,George,7.8,4.2,1,Simply supported,1/1/1905
B9082,ROAD OVER RAIL AT VERGELEGEN,Bridge,Bridge,11/7/2019,DR01697+,22.28,Oudtshoorn,18.6,4.2,3,Simply supported,
B9092,CULVERT AT LOSBERG,Bridge,Bridge,11/14/2019,MR00584,43.12,Beaufort West,6.78,10.3,1,Simply supported,
