Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
B5772,HEX RIVER NO 4,Bridge,Bridge,7/4/2002,TR03101,2.43,Breede Vallei,6/30/2022,7/4/2002,5855083,11296503,14460450,44780,8560586,31880,33.85,13.4,2.1,,,,,,,,,,,,,1,0.41,73
B5773,HEX RIVER NO 5,Bridge,Bridge,11/7/2019,TR03101+,2.71,Breede Vallei,6/30/2022,11/7/2019,4615162,11142698,11142700,20200,6507336,31880,13.6,25.7,2,,,,,,,,,,,,,1,0.42,71
B5774,HEX RIVER NO 6,Bridge,Bridge,11/7/2019,TR03101+,2.76,Breede Vallei,6/30/2022,11/7/2019,1646445,4006360,4006360,20200,2339714,31880,7.1,17.7,2.19,,,,,,,,,,,,,1,0.42,71
B5775,HEX RIVER NO 7,Bridge,Bridge,11/7/2019,TR03101+,2.82,Breede Vallei,6/30/2022,11/7/2019,2523880,5907277,6069952,1220,3544852,31880,13.6,14,2.03,,,,,,,,,,,,,1,0.42,71
B5776,HEX RIVER NO 8,Bridge,Bridge,11/7/2019,TR03101+,2.9,Breede Vallei,6/30/2022,11/7/2019,1280867,3006849,3146556,28100,1837589,31880,7.05,14,1.55,,,,,,,,,,,,,1,0.42,71
B5777,HEX RIVER NO 9,Bridge,Bridge,11/7/2019,TR03101+,3.1,Breede Vallei,6/30/2022,11/7/2019,1281228,2929156,3101605,9040,1811338,31880,7.05,13.8,1.46,,,,,,,,,,,,,1,0.42,71
B5778,HEX RIVER NO 10,Bridge,Bridge,11/7/2019,TR03101+,3.87,Breede Vallei,6/30/2022,11/7/2019,1298279,3036766,3123603,1140,1824184,31880,7.1,13.8,2.16,,,,,,,,,,,,,1,0.42,71
B5779,Hex River No 11,Bridge,Bridge,11/7/2019,TR03101+,4.1,Breede Vallei,6/30/2022,11/7/2019,1269142,2936280,3077217,10980,1797095,31880,7.15,13.5,1.32,,,,,,,,,,,,,1,0.42,71
B5780,NUY RIVER,Bridge,Bridge,11/6/2019,TR03101+,11.85,Breede Vallei,6/30/2022,11/6/2019,15081311,30945109,33486750,54700,18350741,31880,104,10.1,3.5,,,,,,,,,,,,,1,0.45,62
B5781,Willem Nels River,Bridge,Bridge,11/18/2019,TR03101,44.94,Langeberg,6/30/2022,11/18/2019,4922581,13098096,13752730,28400,8801745,31880,27.76,15.54,2.24,,,,,,,,,,,,,1,0.36,85
B5785,IRRIGATION CANAL AT TRAWAL,Bridge,Bridge,11/12/2019,DR02197+,0.08,Matzikama,6/30/2022,11/12/2019,2627245,3844913,3866566,2020,1237301,31880,12.7,9.55,1.6,,,,,,,,,,,,,1,0.68,32
B5792,BERG RIVER CAUSEWAY AT SONQUASDRIF,Bridge,Bridge,11/21/2019,DR01154,4.32,Drakenstein,6/30/2022,11/21/2019,8411870,11869777,12678680,209630,4057176,31880,41,9.7,2.36,,,,,,,,,,,,,1,0.68,32
B5796,Weltevreden Road Bridge,Bridge,Bridge,11/4/2019,TR08101,9.76,City of Cape Town (LMB),6/30/2022,11/4/2019,17218238,31768989,32643840,83000,15342606,31880,63.6,16.1,6.5,,,,,,,,,,,,,1,0.53,47
B5832,DASSIEDRAAI RIVER,Bridge,Bridge,9/9/2003,TR03305,25.62,Prince Albert,6/30/2022,9/9/2003,2535663,3332117,4066533,229579,1301291,31880,9.85,12.95,3.65,,,,,,,,,,,,,1,0.68,32
B5837,Road over road at Koeberg Interchange,Bridge,Bridge,11/4/2019,TR00201,0,City of Cape Town (LMB),6/30/2022,11/4/2019,8709669,15319628,16617450,97580,7810201,31880,37.5,13.9,6.2,,,,,,,,,,,,,1,0.53,47
B5846,BRIDGE OVER BUFFELS RIVER,Bridge,Bridge,11/12/2019,DR02405,57.4,Beaufort West,6/30/2022,11/12/2019,5785954,9958911,11039700,1941834,3311909,47800,63.8,3.62,10.25,,,,,,,,,,,,,1,0.7,30
B5851,Paapenberg Road Interchange,Bridge,Bridge,11/8/2019,TR00201,3.46,City of Cape Town (LMB),6/30/2022,11/8/2019,18474447,28529500,41251440,3388820,19388177,31880,52.6,24.6,6,,,,,,,,,,,,,1,0.53,47
B5859,BRIDGE OVER JAN DU TOITS RIVER,Bridge,Bridge,10/31/2019,OP05699,0.34,Breede Vallei,6/30/2022,10/31/2019,1885172,3172357,3701268,76500,1739596,31880,27,4.3,1.6,,,,,,,,,,,,,1,0.53,47
B5861,Bosmansdam Interchange No.2,Bridge,Bridge,11/21/2019,TR01101,1.35,City of Cape Town (LMB),6/30/2022,11/21/2019,17527714,25846908,33716290,341920,15846654,31880,66.1,16,5.6,,,,,,,,,,,,,1,0.53,47
B5863,Bridge over Mosselbank River,Bridge,Bridge,11/19/2019,MR00188,25.73,City of Cape Town (LMB),6/30/2022,11/19/2019,21835391,38429624,41586000,205190,19545419,47800,58,15,8.4,,,,,,,,,,,,,1,0.53,47
B5884,OLD OAK INTERCHANGE NO 2,Bridge,Bridge,11/12/2019,TR00901,18.73,City of Cape Town (LMB),6/30/2022,11/19/2019,34727260,45693764,45693760,0,10966504,31880,82.85,17.3,7,,,,,,,,,,,,,1,0.76,24
B5885,BRIDGE OVER RIVIERSONDEREND,Bridge,Bridge,12/9/2019,MR00282+,0.61,Swellendam,6/30/2022,11/19/2019,6955767,12210502,13309900,98480,6255653,31880,83.5,5,7,,,,,,,,,,,,,1,0.53,47
B5887,Koeberg Interchange No.1,Bridge,Bridge,11/4/2019,TR00901,0.15,City of Cape Town (LMB),6/30/2022,11/4/2019,8766989,14206258,16617450,40260,7810201,31880,37.5,13.9,6.5,,,,,,,,,,,,,1,0.53,47
B5888,Koeberg Interchange No. 2,Bridge,Bridge,11/4/2019,TR00901,0.3,City of Cape Town (LMB),6/30/2022,11/4/2019,6477436,10726121,12433200,112160,5843604,31880,37.5,10.4,5.57,,,,,,,,,,,,,1,0.53,47
B5889,Koeberg Interchange No. 3,Bridge,Bridge,11/4/2019,TR00901,0.2,City of Cape Town (LMB),6/30/2022,11/4/2019,9799233,13846360,18825780,178430,8848115,31880,44.4,13.3,6.5,,,,,,,,,,,,,1,0.53,47
B5890,Koeberg Interchange No. 4,Bridge,Bridge,11/5/2019,TR00901,0.28,City of Cape Town (LMB),6/30/2022,11/5/2019,11149250,18410846,22534700,794140,10591306,31880,46.2,15.3,6,,,,,,,,,,,,,1,0.53,47
B5895,Modder River at Fancourt,Bridge,Bridge,11/10/2019,MR00347,0,George,6/30/2022,11/10/2019,32532268,34374496,34419240,166010,1720962,31880,75.5,14.3,1.96,,,,,,,,,,,,,1,0.95,5
B5901,OUTENIQUE PASS VIADUCT,Bridge,Bridge,11/19/2019,TR00101,12.18,George,6/30/2022,11/19/2019,37816199,48284525,51165120,45990,13302931,47800,96,11.15,15.89,,,,,,,,,,,,,1,0.74,26
B5905,Touw River,Bridge,Bridge,11/9/2019,MR00355,15.09,George,6/30/2022,11/9/2019,4243744,5469762,5931210,382600,1304866,31880,30.4,6.12,5.9,,,,,,,,,,,,,1,0.78,22
B5906,Hoogekraal River,Bridge,Bridge,11/9/2019,MR00355,33.9,Knysna,6/30/2022,11/9/2019,2200930,5194624,5684018,345510,3137578,47800,22.65,5.25,8.5,,,,,,,,,,,,,1,0.45,63
B5907,KARATARA RIVER,Bridge,Bridge,11/26/2019,MR00355,43.17,Knysna,6/30/2022,11/26/2019,2745747,5050243,5194655,7420,2441487,31880,30.4,5.36,7.8,,,,,,,,,,,,,1,0.53,47
B5908,Homtini River,Bridge,Bridge,11/27/2019,MR00355,54.61,Knysna,6/30/2022,11/27/2019,8248288,14357631,15573960,5910,7319759,47800,60.9,5.35,8.2,,,,,,,,,,,,,1,0.53,47
B5910,CAPE FLATS ROAD OVER RAIL,Bridge,Bridge,11/15/2019,TR00201,4.79,City of Cape Town (LMB),6/30/2022,11/15/2019,15764733,24339015,30037040,154900,14117409,47800,19.1,32.9,8.1,,,,,,,,,,,,,1,0.53,47
B5911,ATHLONE ROAD OVER RAIL,Bridge,Bridge,11/15/2019,TR00201,5.1,City of Cape Town (LMB),6/30/2022,11/15/2019,8884576,13181813,17070460,162770,8023118,31880,16.4,32.65,6.1,,,,,,,,,,,,,1,0.53,47
B5912,BORCHERDS QUARRY PEDESTRIAN OVERPASS,Bridge,Bridge,11/12/2019,TR00201,13.75,City of Cape Town (LMB),6/30/2022,11/12/2019,4917891,9289169,10711680,759300,5034489,31880,96,3.5,7.5,,,,,,,,,,,,,1,0.53,47
B5913,HOOPS RIVER,Bridge,Bridge,11/18/2019,TR03102,0.26,Langeberg,6/30/2022,11/18/2019,8232362,14741996,15837980,161770,7443852,31880,20.7,24,1.9,,,,,,,,,,,,,1,0.53,47
B5919,"BERG RIVER AT SIR GEORGE GREY
",Bridge,Bridge,11/22/2019,MR00191,15.64,Stellenbosch,6/30/2022,11/22/2019,33082553,38043466,46063040,1004100,11976391,31880,110.55,13.07,4.33,,,,,,,,,,,,,1,0.74,26
B5935,Belhar bridge over Kuils river canal,Bridge,Bridge,11/4/2019,MR00177,14.29,City of Cape Town (LMB),6/30/2022,11/4/2019,13992235,26053408,27238270,444050,12801987,31880,48,17.8,5.5,,,,,,,,,,,,,1,0.53,47
B5936,"DWARS RIVER
",Bridge,Bridge,11/21/2019,MR00191,10.66,Stellenbosch,6/30/2022,11/21/2019,17480017,20170146,23903940,208900,6215025,31880,48.5,15.46,4.02,,,,,,,,,,,,,1,0.74,26
B5939,BOYS TOWN PEDESTRIAN OVERPASS,Bridge,Bridge,11/13/2019,TR00201,15.49,City of Cape Town (LMB),6/30/2022,11/13/2019,5833186,11783830,13501180,1322440,6345554,31880,121,3.5,7.5,,,,,,,,,,,,,1,0.53,47
B5948,Settlers Way Interchange,Bridge,Bridge,11/7/2019,TR00201,2.87,City of Cape Town (LMB),6/30/2022,11/7/2019,26536555,42747477,53194970,1656780,25001633,31880,54,30.9,5.5,,,,,,,,,,,,,1,0.53,47
B5949A,Black River at Settlers Way Interchange,Bridge,Bridge,11/7/2019,TR00201,2.96,City of Cape Town (LMB),6/30/2022,11/7/2019,24048758,36817901,48559620,1687840,22823018,31880,47.6,32,3,,,,,,,,,,,,,1,0.53,47
B5953,SALDANHA PORT ROAD OVER RAIL,Bridge,Bridge,2/20/2020,MR00559,5.06,Saldanha Bay,6/30/2022,2/20/2020,73246715,125095424,138609900,216530,65146643,63750,152.26,14.28,61,,,,,,,,,,,,,1,0.53,47
B5954,Black River SE Ramp,Bridge,Bridge,11/8/2019,TR00201,3.18,City of Cape Town (LMB),6/30/2022,11/8/2019,11225714,20371115,21253120,38440,9988966,31880,81.3,8.2,6.3,,,,,,,,,,,,,1,0.53,47
B5955,NYANGA ROAD OVER RAIL,Bridge,Bridge,11/12/2019,TR00201,10.86,City of Cape Town (LMB),6/30/2022,11/12/2019,13922199,21235946,26403020,71400,12409417,31880,20.2,41,6,,,,,,,,,,,,,1,0.53,47
B5956,AIRPORT ACCESS INTERCHANGE,Bridge,Bridge,11/12/2019,TR00201,12.08,City of Cape Town (LMB),6/30/2022,11/12/2019,22894484,36218633,43375610,94590,20386534,31880,65.1,20.9,6.8,,,,,,,,,,,,,1,0.53,47
B5960,SABLE ROAD INTERCHANGE,Bridge,Bridge,11/26/2019,TR00901,3.58,City of Cape Town (LMB),6/30/2022,11/26/2019,55322004,103924382,104394200,6900,49065248,47800,105.1,20.78,8.15,,,,,,,,,,,,,1,0.53,47
B5961,Road over rail - Sable,Bridge,Bridge,11/26/2019,TR00901,3.58,City of Cape Town (LMB),6/30/2022,11/26/2019,7810130,13934943,14755340,10200,6935009,31880,11.4,40.6,5.6,,,,,,,,,,,,,1,0.53,47
B5965,AIRPORT ACCESS ROAD UNDERPASS NO 2,Bridge,Bridge,11/11/2019,TR05401,1.51,City of Cape Town (LMB),6/30/2022,11/11/2019,14224347,22669101,27226880,205900,12796633,47800,44.5,12.8,9.2,,,,,,,,,,,,,1,0.53,47
B5965A,AIRPORT ACCESS ROAD UNDERPASS NO 01,Bridge,Bridge,11/11/2019,TR05401,1.54,City of Cape Town (LMB),6/30/2022,11/11/2019,14325747,23499519,27226880,104500,12796633,47800,44.5,12.8,9.24,,,,,,,,,,,,,1,0.53,47
B5967,CARL CRONJE DRIVE UNDERPASS,Bridge,Bridge,11/12/2019,TR00901,15.83,City of Cape Town (LMB),6/30/2022,11/12/2019,51531239,66065688,66065690,0,14534449,31880,34.31,60.4,5.5,,,,,,,,,,,,,1,0.78,22
B5968,MEIRINGSPOORT RIVER CAUSEWAY,Bridge,Bridge,11/7/2019,DR01707+,8.49,Oudtshoorn,6/30/2022,11/7/2019,2645640,4595986,5034490,22640,2366210,31880,33.6,4.7,1.3,,,,,,,,,,,,,1,0.53,47
B5969,OLIFANTS RIVER CAUSEWAY,Bridge,Bridge,11/7/2019,DR01707+,8.49,Oudtshoorn,6/30/2022,11/7/2019,2341102,4273042,4590720,91980,2157638,31880,32,4.5,1.65,,,,,,,,,,,,,1,0.53,47
B5970,WYNANDS RIVER CAUSEWAY,Bridge,Bridge,11/7/2019,DR01689+,14.67,Oudtshoorn,6/30/2022,11/7/2019,5358817,9560088,10230160,63170,4808177,31880,36.8,8.72,1.4,,,,,,,,,,,,,1,0.53,47
B5974,DUFERCO BRIDGE,Bridge,Bridge,1/1/2000,OP07645,0.56,Saldanha Bay,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B5981,Waterfall Pedestrian bridge,Bridge,Bridge,11/16/2019,TR03304+,11.6,Prince Albert,6/30/2022,11/16/2019,1,2180305,2438820,3347140,609705,31880,30,2.55,4.1,,,,,,,,,,,,,1,0.75,25
B5982,Bad River Bridge,Bridge,Bridge,11/7/2019,MR00582+,74.44,Prince Albert,6/30/2022,11/29/2019,7826458,8785812,9742528,64990,1851080,31880,32,9.55,2.57,,,,,,,,,,,,,1,0.81,19
B5983,BRIDGE OVER HEX RIVER AT KANETVLEI,Bridge,Bridge,10/31/2019,OP05719+,0.49,Breede Vallei,6/30/2022,10/31/2019,2214793,3716836,4250242,37835,1997613,31880,40.4,3.3,1.8,,,,,,,,,,,,,1,0.53,47
B5984,Phillipi Pedestrian Bridge,Bridge,Bridge,11/4/2019,TR08101,13.15,City of Cape Town (LMB),6/30/2022,11/4/2019,4007836,7775722,8045237,256140,3781261,31880,70.1,3.6,7.5,,,,,,,,,,,,,1,0.53,47
B5986,DUIWENHOKS RIVER BRIDGE,Bridge,Bridge,11/21/2019,DR01315,0.76,Hessequa,6/30/2022,11/21/2019,12209731,23492858,25483090,1296305,11977050,31880,81.9,9.76,6.2,,,,,,,,,,,,,1,0.53,47
B5987,CELLULAR BRIDGE  OVER UILENKRAALS RIVER,Bridge,Bridge Cellular,11/22/2019,DR01220+,8.4,Overstrand,6/30/2022,11/22/2019,2119509,3603888,3603888,2280,1482099,25890,,,,,29,4.8,1.85,,,,,,,,,,0.59,47
B5989,BRIDGE OVER NUWEJAARS RIVER,Bridge,Bridge,12/5/2019,MR00262+,18.88,Cape Agulhas,6/30/2022,11/21/2019,5390448,10201600,10201600,16400,4794752,31880,32,10,3,,,,,,,,,,,,,1,0.53,47
B5990,BRIDGE OVER NUWEJAARS RIVER NO 2,Bridge,Bridge Cellular,12/5/2019,MR00262+,19.11,Cape Agulhas,6/30/2022,11/21/2019,7406001,11790352,12776720,116290,5254424,25890,,,,,47,10.5,0,,,,,,,,,,0.59,47
B5991,BRIDGE OVER NUWEJAARS RIVER TRIBUTORY,Bridge,Bridge Cellular,12/6/2019,DR01205+,46.49,Cape Agulhas,6/30/2022,11/21/2019,4667936,7928554,7928554,0,3260618,25890,,,,,33,9.28,0,,,,,,,,,,0.59,47
B5992,Uilenkraals River Bridge on DR01205,Bridge,Bridge,11/21/2019,DR01205+,7.96,Overstrand,6/30/2022,11/21/2019,4388433,7217917,8298364,9700,3900231,31880,27.4,9.5,5,,,,,,,,,,,,,1,0.53,47
B5993,BRIDGE 5993 ON TR11/1 AT POTSDAM INTERCHANGE,Bridge,Bridge,7/9/2021,TR01101,8.71,City of Cape Town (LMB),6/30/2022,7/9/2021,39407037,74352896,74352900,0,34945859,47800,91.5,17,8.2,,,,,,,,,,,,,1,0.53,47
B5994,BRIDGE AT DOORN RIVER,Bridge,Bridge,11/19/2019,MR00286,11.7,Hessequa,6/30/2022,11/19/2019,1561441,2352762,2786312,862650,362221,31880,9.2,9.5,2.4,,,,,,,,,,,,,1,0.87,13
B5995,BRIDGE OVER DORPS RIVER ON R328,Bridge,Bridge,11/15/2019,MR00369+,36.7,Prince Albert,6/30/2022,11/13/2019,4749473,4999728,5483360,21050,712837,31880,16,10.75,4.06,,,,,,,,,,,,,1,0.87,13
B5996,VANGUARD DRIVE,Bridge,Bridge,11/12/2019,TR00201,11.47,City of Cape Town (LMB),6/30/2022,11/12/2019,12607332,21161446,23900440,59900,11233204,31880,51,14.7,7,,,,,,,,,,,,,1,0.53,47
B5998,BRIDGE OVER HEX RIVER AT ORCHARD,Bridge,Bridge,10/31/2019,DR01438+,5.6,Breede Vallei,6/30/2022,10/31/2019,5327305,5778679,6012568,23880,661383,31880,20.5,9.2,3.87,,,,,,,,,,,,,1,0.89,11
B5999,BRIDGE OVER HEX RIVER AT VOLMOED,Bridge,Bridge,10/30/2019,OP05742+,3.12,Breede Vallei,6/30/2022,10/30/2019,1746938,1853717,1962852,0,215914,31880,13.1,4.7,5,,,,,,,,,,,,,1,0.89,11
B6000,Ramp at Koeberg Interchange,Bridge,Bridge,11/14/2019,TR00201,0,City of Cape Town (LMB),6/30/2022,11/14/2019,169822869,282927396,324123500,1962590,152338029,47800,636.1,10.66,14.47,,,,,,,,,,,,,1,0.53,47
B6001,Ramp at Koeberg Interchange,Bridge,Bridge,11/14/2019,TR00201,0,City of Cape Town (LMB),6/30/2022,11/14/2019,195826319,350031274,369816400,176410,173813719,47800,687.1,11.26,13.17,,,,,,,,,,,,,1,0.53,47
B6002,Black River Bridge,Bridge,Bridge,11/7/2019,TR00201,1.97,City of Cape Town (LMB),6/30/2022,11/7/2019,34242273,57882251,65007020,211450,30553297,31880,62.8,32.47,2,,,,,,,,,,,,,1,0.53,47
B6025,BRIDGE OVER BAVIAANS RIVER AT GENADENDAL,Bridge,Bridge,11/7/2019,OP04087,1.71,Theewaterskloof,6/30/2022,11/7/2019,1622705,2540321,3672576,323760,1726111,31880,12,9.6,5.98,,,,,,,,,,,,,1,0.53,47
B6026,BRIDGE OVER BOT RIVER AT KANAAN,Bridge,Bridge,12/2/2019,DR01288+,10.53,Theewaterskloof,6/30/2022,12/2/2019,4059339,4104251,4345882,25790,260753,31880,14.2,9.6,5,,,,,,,,,,,,,1,0.94,6
B6027,BRIDGE OVER ELANDSKLOOF RIVER AT MEERLUSTKLOOF,Bridge,Bridge,11/6/2019,DR01313,10.26,Theewaterskloof,6/30/2022,11/6/2019,2381622,4261767,4508852,8070,2119160,31880,21.3,6.64,2.1,,,,,,,,,,,,,1,0.53,47
B6028,BRIDGE OVER JAN DE BOERS RIVER,Bridge,Bridge,10/29/2019,YMR00308+,1.37,Breede Vallei,6/30/2022,10/29/2019,4683483,10225260,12940090,958397,7298212,31880,33,12.3,2.72,,,,,,,,,,,,,1,0.44,66
B6029,ARMCO AT BUFFELSKRAAL OVER HEX RIVER,Bridge,Bridge Cellular,10/30/2019,OP05746+,0.43,Breede Vallei,6/30/2022,10/30/2019,897919,1254972,1359225,33150,428156,25890,,,,,7,7.5,0,,,,,,,,,,0.69,36
B6031,BRIDGE OVER MEULE RIVIER,Bridge,Bridge,11/5/2019,DR01298+,17.87,Theewaterskloof,6/30/2022,11/5/2019,4016030,7501994,7708584,69520,3623034,31880,26,9.3,2.6,,,,,,,,,,,,,1,0.53,47
B6035,PROPOSED NEW EISLEBEN ROAD BRIDGE,Bridge,Bridge,8/26/2021,TR00201,14.64,City of Cape Town (LMB),6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B6036,SALDANHA INTERCHANGE,Bridge,Bridge,11/14/2019,TR08501,0,Saldanha Bay,6/30/2022,11/14/2019,54137623,55161568,55859820,46400,1675793,31880,93.7,18.7,6.14,,,,,,,,,,,,,1,0.97,3
B6037,ROAD OVER RAIL BRIDGE,Bridge,Bridge,11/11/2019,MR00559,1.88,Saldanha Bay,6/30/2022,11/11/2019,21922830,22633039,22836280,0,913452,31880,48.4,14.8,6.5,,,,,,,,,,,,,1,0.96,4
B6038,SALDANHA OVERPASS,Bridge,Bridge,11/14/2019,TR08501,0,Saldanha Bay,6/30/2022,11/14/2019,19972935,20362098,20590650,0,617719,31880,26.8,24.1,6.8,,,,,,,,,,,,,1,0.97,3
B6042,LINK ROAD BRIDGE OVER MR00559,Bridge,Bridge,11/11/2019,MR00559,3.57,Saldanha Bay,6/30/2022,11/11/2019,12808252,13482371,13482370,0,674119,31880,38.1,11.1,6.4,,,,,,,,,,,,,1,0.95,5
B6043,ROAD OVER ROAD AND RAIL AT FAURE,Bridge,Bridge,11/17/2020,MR00168,0.3,City of Cape Town (LMB),6/30/2022,11/17/2020,37200538,36094905,38378420,26530,1151352,31880,91.2,13.2,5.7,,,,,,,,,,,,,1,0.97,3
B6045,LOW WATER BRIDGE OVER BUFFELSRIVER,Bridge,Bridge Cellular,11/8/2019,OP06523,0.02,Laingsburg,6/30/2022,11/8/2019,5898677,6168552,6168552,0,269874,25890,,,,,36.1,6.6,0,,,,,,,,,,0.96,5
B6090,BRANDWACHT PEDESTRIAN BRIDGE,Bridge,Bridge,10/14/2021,TR03302,10.96,Mossel Bay,6/30/2022,10/14/2021,3430071,3464718,3464719,0,34647,31880,41.8,2.6,7.53,,,,,,,,,,,,,1,0.99,1
B6091,CELLULAR BRIDGE OVER KRUIS RIVER (ARMCO),Bridge,Bridge Cellular,11/21/2019,MR00363,12.56,Kannaland,6/30/2022,11/21/2019,14824629,21584932,22955370,96360,8034379,25890,,,,,30.84,28.75,2.3,,,,,,,,,,0.65,40
B6092,CELLULAR BRIDGE AT KRUIS RIVER,Bridge,Bridge Cellular,11/21/2019,MR00363,8.98,Kannaland,6/30/2022,11/21/2019,10350363,17195717,18287480,96360,7840757,25890,,,,,21.18,33.35,2.8,,,,,,,,,,0.57,49
B6093, CELLULAR BRIDGE OVER KRUIS RIVER (ARMCO),Bridge,Bridge Cellular,11/21/2019,MR00363,8.66,Kannaland,6/30/2022,11/21/2019,10291216,16117218,18350470,191490,7867764,25890,,,,,23.3,30.42,2.2,,,,,,,,,,0.57,49
B6094,CELLULAR BRIDGE OVER WILGE RIVER,Bridge,Bridge Cellular,11/19/2019,TR03105,24.63,Kannaland,6/30/2022,11/19/2019,878882,1398095,1555860,37130,639847,25890,,,,,5.95,10.1,2,,,,,,,,,,0.59,47
B6095,CELLULAR BRIDGE AT VAARWEL RIVER,Bridge,Bridge Cellular,11/19/2019,TR03105,26.5,Kannaland,6/30/2022,11/19/2019,2395459,3668545,4378784,182550,1800775,31080,,,,,6.63,21.25,4,,,,,,,,,,0.59,47
B6096,BRIDGE OVER TOUWRIVIER (CAUSEWAY),Bridge,Bridge,11/18/2019,DR01401,7.9,Kannaland,6/30/2022,11/18/2019,11630897,10901353,12394940,144300,619747,31880,81,4.8,1.35,,,,,,,,,,,,,1,0.95,5
B6097,CELLULAR BRIDGE AT TWISTWYK,Bridge,Bridge Cellular,11/12/2019,DR01303,11.2,Theewaterskloof,6/30/2022,11/12/2019,1074056,1801154,1851135,15800,761279,25890,,,,,6.5,11,1,,,,,,,,,,0.59,47
B6098,CELLULAR BRIDGE AT RIETPOEL,Bridge,Bridge Cellular,11/12/2019,MR00267+,39.11,Theewaterskloof,6/30/2022,11/12/2019,1318994,1947140,2463175,131200,1012981,25890,,,,,7.1,13.4,1.5,,,,,,,,,,0.59,47
B6099,CELLULAR BRIDGE OVER DIEP RIVER,Bridge,Bridge Cellular,11/20/2019,DR01647,0.49,George,6/30/2022,11/20/2019,4149945,4227413,4464006,1580,312480,25890,,,,,18.54,9.3,0.1,,,,,,,,,,0.93,8
B6100,CELLULAR BRIDGE OVER GEELHOUT RIVER,Bridge,Bridge Cellular,12/4/2019,DR01645+,3.27,George,6/30/2022,12/4/2019,6885385,7126537,7742028,43730,812913,31080,,,,,9.4,26.5,3.5,,,,,,,,,,0.9,12
B6101,BRIDGE OVER NORGA RIVER,Bridge,Bridge,11/18/2019,TR00209,20.69,George,6/30/2022,11/18/2019,2441368,6109139,6248480,158000,3649112,31880,14,14,5.1,,,,,,,,,,,,,1,0.42,71
B6102,CELLULAR BRIDGE NEAR JUNCTION TRUNK ROAD 1 SECTION 3,Bridge,Bridge Cellular,11/12/2019,MR00368+,64.63,George,6/30/2022,11/11/2019,1584637,3107898,3161324,55300,1521387,25890,,,,,9.4,12.99,1,,,,,,,,,,0.52,55
B6103,BRIDGE OVER ROOIKRANS RIVER,Bridge,Bridge,2/1/2021,TR04401+,36.33,George,6/30/2022,2/1/2021,1126930,2471338,2471338,0,1344408,31880,6.8,11.4,3.58,,,,,,,,,,,,,1,0.46,61
B6104,KOUGA RIVER CAUSEWAY,Bridge,Bridge Cellular,11/22/2019,DR01833,2.61,George,6/30/2022,11/22/2019,3843725,4347855,4921171,87060,990386,25890,,,,,29.7,6.4,0,,,,,,,,,,0.8,23
B6105,BRIDGE OVER THE BRAK RIVIER,Bridge,Bridge,11/19/2019,TR00102,17.01,George,6/30/2022,11/19/2019,1763836,3858615,4343331,42990,2536505,31880,13.1,10.4,2.5,,,,,,,,,,,,,1,0.42,71
B6106,GEMSBOK RIVER,Bridge,Bridge Cellular,6/29/2020,TR03305,77.28,Beaufort West,6/30/2022,6/29/2020,2701896,4117967,4880265,171360,2007009,25890,,,,,14.5,13,0.3,,,,,,,,,,0.59,47
B6107,TONTELDOOS RIVER NO 2,Bridge,Bridge Cellular,6/29/2020,TR03305,81.29,Beaufort West,6/30/2022,6/29/2020,3350843,5548911,6877679,698390,2828445,25890,,,,,16.5,16.1,0.5,,,,,,,,,,0.59,47
B6108,BRIDGE OVER DIEP RIVIER AT DOORNKUIL,Bridge,Bridge,10/22/2020,OP05388,0.1,Swartland,6/30/2022,,,,,,,31880,0,0,0,,,,,,,,,,,,,1,0.53,47
B6003,BRIDGE OVER THE BROEK RIVER (PALM),Bridge,Bridge,10/29/2019,OP05745+,0.84,Breede Vallei,6/30/2022,10/30/2019,1729258,1821134,1962852,17680,215914,31880,13.1,4.7,5.9,,,,,,,,,,,,,1,0.89,11
B6004,Bridge over the Witte Els River,Bridge,Bridge,11/8/2019,DR01631,7.14,George,6/30/2022,11/8/2019,3726495,4164143,4240040,4740,508805,31880,20,6.65,4.5,,,,,,,,,,,,,1,0.88,12
B6005,BAVIAANS RIVER BRIDGE,Bridge,Bridge,11/7/2019,DR01298,26.31,Theewaterskloof,6/30/2022,11/7/2019,2185424,3912154,4346838,118400,2043014,31880,13.5,10.1,3,,,,,,,,,,,,,1,0.53,47
B6006,BRIDGE OVER KROM RIVER (VALLEY ROAD),Bridge,Bridge,12/2/2019,DR01285+,10.28,Theewaterskloof,6/30/2022,12/2/2019,2023175,2037172,2328197,48920,256102,31880,10.9,6.7,2.3,,,,,,,,,,,,,1,0.89,11
