Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,ACI  (Average Condition Index),PCI (Priority Condition Index)
B6126,BRIDGE OVER RIVIERSONDEREND TRIBUTARY AT VYEBOOM ,Bridge,Bridge,11/25/2019,DR01320+,0.62,Theewaterskloof,Overberg,Overberg,6/30/2022,86.46,63.61
B6137,CELLULAR BRIDGE AT LEEUW RIVER,Bridge,Bridge Cellular,11/19/2019,MR00310+,70.28,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,74.43,82.77
B9001,Boesmans River Causeway,Bridge,Bridge,11/19/2019,DR02161+,16.62,Bergrivier,Ceres,West Coast,6/30/2022,95.83,95.24
B9002,ARMCO CULVERT AT SV 2.1,Bridge,Bridge Cellular,11/5/2019,DR02224+,2.10,Matzikama,West Coast,West Coast,6/30/2022,78.69,82.77
B9003,DWARS RIVER,Bridge,Bridge,11/6/2001,DR01487,42.36,Cederberg,West Coast,West Coast,6/30/2022,75.69,68.25
B9004,OLIFANTS RIVER CANAL AT BOTLARY,Bridge,Bridge,11/12/2019,MR00547+,2.22,Matzikama,West Coast,West Coast,6/30/2022,85.83,84.51
B9005,BRIDGE OVER KAMBROO RIVER,Bridge,Bridge,12/2/2019,DR02400,3.91,Beaufort West,Central Karoo,Central Karoo,6/30/2022,92.63,84.86
B9006,IRRIGATION CANAL AT GOEDGEMEEN,Bridge,Bridge,11/8/2019,DR02210+,5.39,Matzikama,West Coast,West Coast,6/30/2022,89.72,79.52
B9007,Matjies River Causeway,Bridge,Bridge Cellular,11/20/2019,DR01176+,15.98,Bergrivier,West Coast,West Coast,6/30/2022,89.77,73.04
B9008,FRANSCHOEK RIVER,Bridge,Bridge,11/27/2019,OP05615,0.67,Stellenbosch,Cape Winelands,Cape Winelands,6/30/2022,94.44,96.88
B9009,VOELVLEI IRRIGATION CANAL NO 1,Bridge,Bridge,11/26/2019,TR02302,15.89,Drakenstein,Ceres,Cape Winelands,6/30/2022,86.94,87.31
B9010,CULVERT OVER KEISERS RIVER,Bridge,Bridge,11/17/2019,DR01353,7.94,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,91.07,92.63
B9011,BRIDGE OVER CANAL AT RIVIERPLAAS,Bridge,Bridge Cellular,11/1/2019,DR01375+,3.93,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,89.77,57.28
B9012,Klein Brak River Culvert,Bridge,Bridge Cellular,11/7/2019,MR00344,4.98,Mossel Bay,,Garden Route (Eden),6/30/2022,96.59,91.04
B9013,DROE ROVER CULVERT,Bridge,Bridge,11/18/2019,DR01378,0.17,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,81.67,44.73
B9014,BREEDE RIVER LOW-LEVEL BRIDGE,Bridge,Bridge,11/1/2019,DR01379+,8.11,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,91.07,82.77
B9015,KEISIES RIVER CULVERT,Bridge,Bridge Cellular,11/1/2019,DR01392,0.21,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,90.20,90.88
B9016,CELLULAR BRIDGE OVER DAMS RIVER,Bridge,Bridge Cellular,11/15/2019,DR01398+,4.39,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,86.36,34.35
B9017,BREEDE RIVER CAUSEWAY,Bridge,Bridge,11/14/2019,DR01398+,22.59,Witzenberg,Breede River/Winelands,Cape Winelands,6/30/2022,95.54,84.59
B9018,SPRUIT RIVER,Bridge,Bridge,11/21/2019,DR01408,3.85,Drakenstein,Cape Winelands,Cape Winelands,6/30/2022,93.47,87.43
B9019,PLATDRIFT RIVER ,Bridge,Bridge Cellular,10/30/2019,MR00298,19.78,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,100.00,100.00
B9020,Armco Culvert near Herbertsdale,Bridge,Bridge Cellular,11/5/2019,MR00337,48.46,Mossel Bay,,Garden Route (Eden),6/30/2022,92.61,88.12
B9022,CULVERT AT SV 9.94,Bridge,Bridge,11/6/2019,MR00316+,9.94,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,86.53,82.56
B9024,Donkies R. Tributary,Bridge,Bridge,10/29/2019,TR02202,71.22,Breede Vallei,Paarl,Cape Winelands,6/30/2022,82.08,67.93
B9026,IRRIGATION CANAL AT GIDEONS OORD,Bridge,Bridge,11/12/2019,DR02212+,7.61,Matzikama,West Coast,West Coast,6/30/2022,91.39,88.60
B9028,IRRIGATION CANAL AT PALMOED,Bridge,Bridge,11/7/2019,MR00548+,0.46,Matzikama,West Coast,West Coast,6/30/2022,87.78,87.48
B9029,OLIFANTS RIVER CANAL AT DE HOOP,Bridge,Bridge,11/6/2019,MR00547+,27.53,Matzikama,West Coast,West Coast,6/30/2022,92.50,79.45
B9030,"BRIDGE OVER IRRIGATION CANAL NEAR SANDKAMP
",Bridge,Bridge Cellular,11/14/2019, DR02199,14.40,Cederberg,West Coast,West Coast,6/30/2022,94.03,88.97
B9031,IRRIGATION CANAL AT SV 0.16,Bridge,Bridge,11/12/2019,DR02199+,0.16,Matzikama,West Coast,West Coast,6/30/2022,91.67,88.61
B9036,CELLULAR BRIDGE OVER ELANDSRIVIER,Bridge,Bridge Cellular,12/9/2019,TR02901+,56.10,Cape Agulhas,Paarl,Overberg,6/30/2022,92.33,95.17
B9038,Moordkuil River Causeway (Hokaai),Bridge,Bridge Cellular,11/7/2019,DR01578,3.25,Mossel Bay,,Garden Route (Eden),6/30/2022,95.74,94.51
B9041,Koeberg Road Over Rail No.1,Bridge,Bridge,11/5/2019,TR00201,0.26,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,74.78,57.25
B9042,Koeberg Road Over Rail No. 2,Bridge,Bridge,11/5/2019,TR00201,0.24,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,70.61,40.46
B9043,Koeberg Road over rail No.3,Bridge,Bridge,11/5/2019,TR00201,0.24,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,64.29,52.83
B9044,Koeberg Road over Road,Bridge,Bridge,11/6/2019,YTR00201,0.60,City of Cape Town (LMB),Paarl,City of Cape Town (DMC),6/30/2022,89.73,52.51
B9051,ARMCO CULVERT ON SOUTRIVIER,Bridge,Bridge Cellular,12/8/2019,DR01223+,21.19,Swellendam,Overberg,Overberg,6/30/2022,86.93,81.10
B9061,DROE KLOOF CULVERT,Bridge,Bridge,11/18/2019,MR00365,3.30,Kannaland,,Garden Route (Eden),6/30/2022,80.00,81.33
B9062,GROOT RIVER CAUSEWAY,Bridge,Bridge Cellular,11/19/2019,DR01710,2.63,Kannaland,,Garden Route (Eden),6/30/2022,69.03,69.36
B9066,IRRIGATION CANAL AT KERKRAND,Bridge,Bridge,11/6/2019,DR01685+,1.07,Oudtshoorn,Oudtshoorn,Garden Route (Eden),6/30/2022,95.83,97.56
B9067,IRRIGATION CANAL AT HOOPVOL,Bridge,Bridge,11/6/2019,DR01686+,0.30,Oudtshoorn,Oudtshoorn,Garden Route (Eden),6/30/2022,89.03,91.65
B9071,Tributary over Doring River no 3,Bridge,Bridge,11/18/2019,DR01640,11.46,George,,Garden Route (Eden),6/30/2022,100.00,100.00
B9082,ROAD OVER RAIL AT VERGELEGEN,Bridge,Bridge,11/7/2019,DR01697+,22.28,Oudtshoorn,Oudtshoorn,Garden Route (Eden),6/30/2022,88.69,91.14
B9092,CULVERT AT LOSBERG,Bridge,Bridge,11/14/2019,MR00584,43.12,Beaufort West,Central Karoo,Central Karoo,6/30/2022,83.81,90.60
